Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Count_All_Casualties
2009,Central,Hospitalisation,No,No,No,Yes,26,0,30,2,2,34
2009,Central,Hospitalisation,No,No,Yes,No,28,0,37,4,0,41
2009,Central,Hospitalisation,No,Yes,No,No,25,0,28,3,0,31
2009,Central,Hospitalisation,No,Yes,No,Yes,2,0,2,0,0,2
2009,Central,Hospitalisation,Yes,No,No,No,45,0,64,4,6,74
2009,Central,Hospitalisation,Yes,No,No,Yes,2,0,2,0,1,3
2009,Central,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2009,Central,Hospitalisation,Yes,Yes,No,No,12,0,14,3,0,17
2009,Central,Medical treatment,No,No,No,No,368,0,0,462,36,498
2009,Central,Medical treatment,No,No,No,Yes,17,0,0,27,0,27
2009,Central,Medical treatment,No,No,Yes,No,15,0,0,17,1,18
2009,Central,Medical treatment,No,Yes,No,No,5,0,0,7,1,8
2009,Central,Medical treatment,Yes,No,No,No,28,0,0,31,3,34
2009,Central,Medical treatment,Yes,No,Yes,No,2,0,0,2,0,2
2009,Central,Medical treatment,Yes,Yes,No,No,2,0,0,2,0,2
2009,Central,Minor injury,No,No,No,No,168,0,0,0,194,194
2009,Central,Minor injury,No,No,No,Yes,6,0,0,0,7,7
2009,Central,Minor injury,No,No,Yes,No,4,0,0,0,5,5
2009,Central,Minor injury,No,Yes,No,No,13,0,0,0,15,15
2009,Central,Minor injury,Yes,No,No,No,10,0,0,0,10,10
2009,Central,Minor injury,Yes,No,No,Yes,1,0,0,0,4,4
2009,Central,Minor injury,Yes,Yes,No,No,3,0,0,0,5,5
2009,Central,Property damage only,No,No,No,No,883,0,0,0,0,0
2009,Central,Property damage only,No,No,No,Yes,33,0,0,0,0,0
2009,Central,Property damage only,No,No,Yes,No,10,0,0,0,0,0
2009,Central,Property damage only,No,Yes,No,No,41,0,0,0,0,0
2009,Central,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2009,Central,Property damage only,Yes,No,No,No,65,0,0,0,0,0
2009,Central,Property damage only,Yes,No,No,Yes,3,0,0,0,0,0
2009,Central,Property damage only,Yes,No,Yes,No,2,0,0,0,0,0
2009,Central,Property damage only,Yes,Yes,No,No,9,0,0,0,0,0
2009,Far Northern,Fatal,No,No,No,No,22,27,15,5,1,48
2009,Far Northern,Fatal,No,Yes,No,No,4,5,2,0,0,7
2009,Far Northern,Fatal,Yes,No,No,No,4,6,3,1,1,11
2009,Far Northern,Fatal,Yes,Yes,No,No,1,2,1,0,0,3
2009,Far Northern,Hospitalisation,No,No,No,No,307,0,369,48,42,459
2009,Far Northern,Hospitalisation,No,No,No,Yes,6,0,7,0,0,7
2009,Far Northern,Hospitalisation,No,No,Yes,No,8,0,11,3,0,14
2009,Far Northern,Hospitalisation,No,Yes,No,No,15,0,18,6,1,25
2009,Far Northern,Hospitalisation,Yes,No,No,No,44,0,57,5,7,69
2009,Far Northern,Hospitalisation,Yes,No,No,Yes,1,0,1,1,1,3
2009,Far Northern,Hospitalisation,Yes,No,Yes,No,2,0,2,1,0,3
2009,Far Northern,Hospitalisation,Yes,Yes,No,No,2,0,3,1,0,4
2009,Far Northern,Medical treatment,No,No,No,No,270,0,0,332,22,354
2009,Far Northern,Medical treatment,No,No,No,Yes,8,0,0,10,2,12
2009,Far Northern,Medical treatment,No,No,Yes,No,6,0,0,7,0,7
2009,Far Northern,Medical treatment,No,Yes,No,No,15,0,0,20,3,23
2009,Far Northern,Medical treatment,Yes,No,No,No,18,0,0,24,0,24
2009,Far Northern,Medical treatment,Yes,Yes,No,No,5,0,0,6,0,6
2009,Far Northern,Minor injury,No,No,No,No,141,0,0,0,174,174
2009,Far Northern,Minor injury,No,No,No,Yes,1,0,0,0,2,2
2009,Far Northern,Minor injury,No,No,Yes,No,4,0,0,0,5,5
2009,Far Northern,Minor injury,No,Yes,No,No,7,0,0,0,11,11
2009,Far Northern,Minor injury,Yes,No,No,No,10,0,0,0,11,11
2009,Far Northern,Minor injury,Yes,No,Yes,No,2,0,0,0,2,2
2009,Far Northern,Minor injury,Yes,Yes,No,No,5,0,0,0,6,6
2009,Far Northern,Property damage only,No,No,No,No,450,0,0,0,0,0
2009,Far Northern,Property damage only,No,No,No,Yes,17,0,0,0,0,0
2009,Far Northern,Property damage only,No,No,Yes,No,14,0,0,0,0,0
2009,Far Northern,Property damage only,No,No,Yes,Yes,1,0,0,0,0,0
2009,Far Northern,Property damage only,No,Yes,No,No,30,0,0,0,0,0
2009,Far Northern,Property damage only,No,Yes,No,Yes,1,0,0,0,0,0
2009,Far Northern,Property damage only,No,Yes,Yes,No,2,0,0,0,0,0
2009,Far Northern,Property damage only,Yes,No,No,No,34,0,0,0,0,0
2009,Far Northern,Property damage only,Yes,Yes,No,No,7,0,0,0,0,0
2009,North Coast,Fatal,No,No,No,No,51,59,37,24,4,124
2009,North Coast,Fatal,No,No,Yes,No,5,5,4,2,1,12
2009,North Coast,Fatal,No,Yes,No,No,8,12,10,5,0,27
2009,North Coast,Fatal,Yes,No,No,No,3,4,0,0,0,4
2009,North Coast,Fatal,Yes,Yes,No,No,6,7,7,0,0,14
2009,North Coast,Hospitalisation,No,No,No,No,782,0,915,107,75,1097
2009,North Coast,Hospitalisation,No,No,No,Yes,18,0,19,7,3,29
2009,North Coast,Hospitalisation,No,No,Yes,No,26,0,29,4,4,37
2009,North Coast,Hospitalisation,No,Yes,No,No,48,0,58,11,9,78
2009,North Coast,Hospitalisation,No,Yes,No,Yes,1,0,3,0,0,3
2009,North Coast,Hospitalisation,Yes,No,No,No,95,0,111,14,4,129
2009,North Coast,Hospitalisation,Yes,No,No,Yes,2,0,4,0,0,4
2009,North Coast,Hospitalisation,Yes,Yes,No,No,19,0,22,5,3,30
2009,North Coast,Medical treatment,No,No,No,No,897,0,0,1110,82,1192
2009,North Coast,Medical treatment,No,No,No,Yes,26,0,0,36,2,38
2009,North Coast,Medical treatment,No,No,Yes,No,24,0,0,28,2,30
2009,North Coast,Medical treatment,No,No,Yes,Yes,1,0,0,1,0,1
2009,North Coast,Medical treatment,No,Yes,No,No,25,0,0,34,4,38
2009,North Coast,Medical treatment,No,Yes,No,Yes,1,0,0,5,0,5
2009,North Coast,Medical treatment,Yes,No,No,No,42,0,0,51,3,54
2009,North Coast,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2009,North Coast,Medical treatment,Yes,Yes,No,No,5,0,0,6,1,7
2009,North Coast,Minor injury,No,No,No,No,389,0,0,0,478,478
2009,North Coast,Minor injury,No,No,No,Yes,3,0,0,0,4,4
2009,North Coast,Minor injury,No,No,Yes,No,7,0,0,0,8,8
2009,North Coast,Minor injury,No,Yes,No,No,10,0,0,0,11,11
2009,North Coast,Minor injury,Yes,No,No,No,29,0,0,0,36,36
2009,North Coast,Minor injury,Yes,No,Yes,No,2,0,0,0,2,2
2009,North Coast,Minor injury,Yes,Yes,No,No,4,0,0,0,4,4
2009,North Coast,Property damage only,No,No,No,No,1473,0,0,0,0,0
2009,North Coast,Property damage only,No,No,No,Yes,62,0,0,0,0,0
2009,North Coast,Property damage only,No,No,Yes,No,35,0,0,0,0,0
2009,North Coast,Property damage only,No,Yes,No,No,81,0,0,0,0,0
2009,North Coast,Property damage only,No,Yes,No,Yes,6,0,0,0,0,0
2009,North Coast,Property damage only,Yes,No,No,No,127,0,0,0,0,0
2009,North Coast,Property damage only,Yes,No,No,Yes,3,0,0,0,0,0
2009,North Coast,Property damage only,Yes,No,Yes,No,5,0,0,0,0,0
2009,North Coast,Property damage only,Yes,Yes,No,No,19,0,0,0,0,0
2009,Northern,Fatal,No,No,No,No,9,9,1,4,0,14
2009,Northern,Fatal,No,No,No,Yes,1,1,1,0,0,2
2009,Northern,Fatal,No,No,Yes,No,1,1,1,0,0,2
2009,Northern,Fatal,No,Yes,No,No,2,2,0,0,0,2
2009,Northern,Fatal,Yes,No,No,No,2,2,4,0,0,6
2009,Northern,Fatal,Yes,Yes,No,No,3,4,0,3,0,7
2009,Northern,Hospitalisation,No,No,No,No,261,0,336,48,25,409
2009,Northern,Hospitalisation,No,No,No,Yes,7,0,7,0,2,9
2009,Northern,Hospitalisation,No,No,Yes,No,7,0,8,2,0,10
2009,Northern,Hospitalisation,No,Yes,No,No,15,0,21,3,0,24
2009,Northern,Hospitalisation,Yes,No,No,No,33,0,43,8,2,53
2009,Northern,Hospitalisation,Yes,No,No,Yes,1,0,1,0,0,1
2009,Northern,Hospitalisation,Yes,No,Yes,No,2,0,3,0,0,3
2009,Northern,Hospitalisation,Yes,Yes,No,No,6,0,6,2,0,8
2009,Northern,Medical treatment,No,No,No,No,297,0,0,367,14,381
2009,Northern,Medical treatment,No,No,No,Yes,9,0,0,10,0,10
2009,Northern,Medical treatment,No,No,Yes,No,4,0,0,4,0,4
2009,Northern,Medical treatment,No,Yes,No,No,6,0,0,6,0,6
2009,Northern,Medical treatment,Yes,No,No,No,16,0,0,19,0,19
2009,Northern,Medical treatment,Yes,Yes,No,No,2,0,0,2,0,2
2009,Northern,Minor injury,No,No,No,No,103,0,0,0,119,119
2009,Northern,Minor injury,No,No,No,Yes,2,0,0,0,2,2
2009,Northern,Minor injury,No,No,Yes,No,1,0,0,0,1,1
2009,Northern,Minor injury,No,Yes,No,No,6,0,0,0,6,6
2009,Northern,Minor injury,Yes,No,No,No,5,0,0,0,6,6
2009,Northern,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2009,Northern,Property damage only,No,No,No,No,506,0,0,0,0,0
2009,Northern,Property damage only,No,No,No,Yes,14,0,0,0,0,0
2009,Northern,Property damage only,No,No,Yes,No,7,0,0,0,0,0
2009,Northern,Property damage only,No,Yes,No,No,19,0,0,0,0,0
2009,Northern,Property damage only,Yes,No,No,No,48,0,0,0,0,0
2009,Northern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2009,Northern,Property damage only,Yes,No,Yes,No,1,0,0,0,0,0
2009,Northern,Property damage only,Yes,Yes,No,No,7,0,0,0,0,0
2009,Northern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2009,South Eastern,Fatal,No,No,No,No,18,18,8,6,0,32
2009,South Eastern,Fatal,No,No,Yes,No,1,1,1,0,0,2
2009,South Eastern,Fatal,No,Yes,No,No,3,4,2,2,0,8
2009,South Eastern,Fatal,No,Yes,Yes,No,1,1,0,0,0,1
2009,South Eastern,Fatal,Yes,No,No,No,5,5,2,0,0,7
2009,South Eastern,Fatal,Yes,Yes,No,No,9,10,3,2,0,15
2009,South Eastern,Hospitalisation,No,No,No,No,729,0,834,135,80,1049
2009,South Eastern,Hospitalisation,No,No,No,Yes,11,0,13,2,1,16
2009,South Eastern,Hospitalisation,No,No,Yes,No,11,0,14,2,0,16
2009,South Eastern,Hospitalisation,No,Yes,No,No,41,0,58,7,3,68
2009,South Eastern,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2009,South Eastern,Hospitalisation,Yes,No,No,No,92,0,110,14,9,133
2009,South Eastern,Hospitalisation,Yes,Yes,No,No,13,0,15,6,0,21
2009,South Eastern,Medical treatment,No,No,No,No,960,0,0,1144,115,1259
2009,South Eastern,Medical treatment,No,No,No,Yes,14,0,0,17,2,19
2009,South Eastern,Medical treatment,No,No,Yes,No,20,0,0,23,1,24
2009,South Eastern,Medical treatment,No,Yes,No,No,31,0,0,49,1,50
2009,South Eastern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,No,No,51,0,0,60,4,64
2009,South Eastern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,Yes,No,2,0,0,2,0,2
2009,South Eastern,Medical treatment,Yes,Yes,No,No,5,0,0,6,1,7
2009,South Eastern,Minor injury,No,No,No,No,374,0,0,0,455,455
2009,South Eastern,Minor injury,No,No,No,Yes,7,0,0,0,7,7
2009,South Eastern,Minor injury,No,No,Yes,No,4,0,0,0,4,4
2009,South Eastern,Minor injury,No,Yes,No,No,12,0,0,0,13,13
2009,South Eastern,Minor injury,Yes,No,No,No,24,0,0,0,28,28
2009,South Eastern,Minor injury,Yes,Yes,No,No,1,0,0,0,1,1
2009,South Eastern,Minor injury,Yes,Yes,No,Yes,1,0,0,0,1,1
2009,South Eastern,Property damage only,No,No,No,No,1020,0,0,0,0,0
2009,South Eastern,Property damage only,No,No,No,Yes,36,0,0,0,0,0
2009,South Eastern,Property damage only,No,No,Yes,No,19,0,0,0,0,0
2009,South Eastern,Property damage only,No,No,Yes,Yes,1,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,No,62,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,Yes,3,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,No,146,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,No,5,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,No,20,0,0,0,0,0
2009,Southern,Fatal,No,No,No,No,33,36,23,8,4,71
2009,Southern,Fatal,No,No,No,Yes,1,1,0,0,0,1
2009,Southern,Fatal,No,No,Yes,No,1,1,1,0,0,2
2009,Southern,Fatal,No,Yes,No,No,5,5,3,3,0,11
2009,Southern,Fatal,Yes,No,No,No,7,7,5,0,0,12
2009,Southern,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2009,Southern,Fatal,Yes,Yes,No,No,2,2,0,0,0,2
2009,Southern,Hospitalisation,No,No,No,No,585,0,706,102,66,874
2009,Southern,Hospitalisation,No,No,No,Yes,16,0,17,2,0,19
2009,Southern,Hospitalisation,No,No,Yes,No,21,0,28,4,3,35
2009,Southern,Hospitalisation,No,Yes,No,No,34,0,47,6,10,63
2009,Southern,Hospitalisation,No,Yes,No,Yes,2,0,3,0,1,4
2009,Southern,Hospitalisation,Yes,No,No,No,65,0,76,9,10,95
2009,Southern,Hospitalisation,Yes,No,Yes,No,1,0,3,0,0,3
2009,Southern,Hospitalisation,Yes,Yes,No,No,13,0,18,1,1,20
2009,Southern,Medical treatment,No,No,No,No,554,0,0,700,61,761
2009,Southern,Medical treatment,No,No,No,Yes,22,0,0,27,2,29
2009,Southern,Medical treatment,No,No,Yes,No,9,0,0,13,3,16
2009,Southern,Medical treatment,No,Yes,No,No,21,0,0,26,0,26
2009,Southern,Medical treatment,No,Yes,No,Yes,1,0,0,4,0,4
2009,Southern,Medical treatment,No,Yes,Yes,No,2,0,0,2,0,2
2009,Southern,Medical treatment,Yes,No,No,No,40,0,0,43,4,47
2009,Southern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,Yes,No,No,6,0,0,7,0,7
2009,Southern,Minor injury,No,No,No,No,274,0,0,0,332,332
2009,Southern,Minor injury,No,No,No,Yes,8,0,0,0,8,8
2009,Southern,Minor injury,No,No,Yes,No,6,0,0,0,8,8
2009,Southern,Minor injury,No,Yes,No,No,11,0,0,0,12,12
2009,Southern,Minor injury,Yes,No,No,No,4,0,0,0,4,4
2009,Southern,Minor injury,Yes,Yes,No,No,4,0,0,0,4,4
2009,Southern,Property damage only,No,No,No,No,1220,0,0,0,0,0
2009,Southern,Property damage only,No,No,No,Yes,41,0,0,0,0,0
2009,Southern,Property damage only,No,No,Yes,No,29,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,No,62,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,No,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,No,65,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,Yes,3,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,No,4,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,No,16,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2009,Unknown,Property damage only,No,No,No,No,7,0,0,0,0,0
2010,Brisbane,Fatal,No,No,No,No,21,21,3,2,2,28
2010,Brisbane,Fatal,No,Yes,No,No,6,8,0,2,1,11
2010,Brisbane,Fatal,No,Yes,Yes,No,1,1,1,0,0,2
2010,Brisbane,Fatal,Yes,No,No,No,2,2,2,0,0,4
2010,Brisbane,Fatal,Yes,Yes,No,No,1,1,1,0,0,2
2010,Brisbane,Hospitalisation,No,No,No,No,1330,0,1551,200,123,1874
2010,Brisbane,Hospitalisation,No,No,No,Yes,27,0,30,3,3,36
2010,Brisbane,Hospitalisation,No,No,Yes,No,22,0,28,5,5,38
2010,Brisbane,Hospitalisation,No,Yes,No,No,48,0,59,2,1,62
2010,Brisbane,Hospitalisation,No,Yes,No,Yes,1,0,1,0,0,1
2010,Brisbane,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2010,Brisbane,Hospitalisation,Yes,No,No,No,90,0,103,9,3,115
2010,Brisbane,Hospitalisation,Yes,No,Yes,No,7,0,7,0,0,7
2010,Brisbane,Hospitalisation,Yes,Yes,No,No,15,0,15,7,1,23
2010,Brisbane,Hospitalisation,Yes,Yes,No,Yes,1,0,1,0,0,1
2010,Brisbane,Medical treatment,No,No,No,No,1768,0,0,2071,167,2238
2010,Brisbane,Medical treatment,No,No,No,Yes,25,0,0,33,4,37
2010,Brisbane,Medical treatment,No,No,Yes,No,17,0,0,19,2,21
2010,Brisbane,Medical treatment,No,Yes,No,No,23,0,0,30,4,34
2010,Brisbane,Medical treatment,Yes,No,No,No,34,0,0,36,2,38
2010,Brisbane,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2010,Brisbane,Medical treatment,Yes,Yes,No,No,7,0,0,7,0,7
2010,Brisbane,Minor injury,No,No,No,No,782,0,0,0,925,925
2010,Brisbane,Minor injury,No,No,No,Yes,10,0,0,0,12,12
2010,Brisbane,Minor injury,No,No,Yes,No,5,0,0,0,5,5
2010,Brisbane,Minor injury,No,Yes,No,No,14,0,0,0,20,20
2010,Brisbane,Minor injury,Yes,No,No,No,20,0,0,0,24,24
2010,Brisbane,Property damage only,No,No,No,No,1821,0,0,0,0,0
2010,Brisbane,Property damage only,No,No,No,Yes,58,0,0,0,0,0
2010,Brisbane,Property damage only,No,No,Yes,No,35,0,0,0,0,0
2010,Brisbane,Property damage only,No,No,Yes,Yes,1,0,0,0,0,0
2010,Brisbane,Property damage only,No,Yes,No,No,86,0,0,0,0,0
2010,Brisbane,Property damage only,No,Yes,No,Yes,3,0,0,0,0,0
2010,Brisbane,Property damage only,Yes,No,No,No,148,0,0,0,0,0
2010,Brisbane,Property damage only,Yes,No,Yes,No,7,0,0,0,0,0
2010,Brisbane,Property damage only,Yes,Yes,No,No,9,0,0,0,0,0
2010,Central,Fatal,No,No,No,No,23,23,18,3,2,46
2010,Central,Fatal,No,No,Yes,No,5,6,5,2,0,13
2010,Central,Fatal,No,Yes,No,No,2,2,0,0,0,2
2010,Central,Fatal,Yes,No,No,No,6,6,1,0,0,7
2010,Central,Fatal,Yes,No,No,Yes,1,1,0,0,0,1
2010,Central,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2010,Central,Fatal,Yes,Yes,No,No,3,3,2,1,0,6
2010,Central,Hospitalisation,No,No,No,No,390,0,494,37,42,573
2010,Central,Hospitalisation,No,No,No,Yes,10,0,15,2,1,18
2010,Central,Hospitalisation,No,No,Yes,No,20,0,29,7,0,36
2010,Central,Hospitalisation,No,Yes,No,No,20,0,28,7,1,36
2010,Central,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2010,Central,Hospitalisation,Yes,No,No,No,44,0,53,14,5,72
2010,Central,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0,2
2010,Central,Hospitalisation,Yes,Yes,No,No,8,0,9,2,1,12
2010,Central,Medical treatment,No,No,No,No,370,0,0,440,36,476
2010,Central,Medical treatment,No,No,No,Yes,16,0,0,19,3,22
2010,Central,Medical treatment,No,No,Yes,No,11,0,0,14,0,14
2010,Central,Medical treatment,No,Yes,No,No,10,0,0,12,1,13
2010,Central,Medical treatment,No,Yes,No,Yes,2,0,0,2,0,2
2010,Central,Medical treatment,Yes,No,No,No,17,0,0,19,1,20
2010,Central,Medical treatment,Yes,Yes,No,No,4,0,0,5,0,5
2010,Central,Minor injury,No,No,No,No,155,0,0,0,179,179
2010,Central,Minor injury,No,No,No,Yes,1,0,0,0,1,1
2010,Central,Minor injury,No,No,Yes,No,7,0,0,0,12,12
2010,Central,Minor injury,No,Yes,No,No,8,0,0,0,9,9
2010,Central,Minor injury,Yes,No,No,No,13,0,0,0,13,13
2010,Central,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2010,Central,Minor injury,Yes,Yes,No,No,1,0,0,0,1,1
2010,Central,Property damage only,No,No,No,No,905,0,0,0,0,0
2010,Central,Property damage only,No,No,No,Yes,36,0,0,0,0,0
2010,Central,Property damage only,No,No,Yes,No,22,0,0,0,0,0
2010,Central,Property damage only,No,Yes,No,No,39,0,0,0,0,0
2010,Central,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2010,Central,Property damage only,Yes,No,No,No,70,0,0,0,0,0
2010,Central,Property damage only,Yes,No,Yes,No,1,0,0,0,0,0
2010,Central,Property damage only,Yes,Yes,No,No,10,0,0,0,0,0
2010,Far Northern,Fatal,No,No,No,No,16,17,7,0,0,24
2010,Far Northern,Fatal,No,No,No,Yes,1,2,0,1,0,3
2010,Far Northern,Fatal,No,No,Yes,No,1,1,3,0,0,4
2010,Far Northern,Fatal,No,Yes,No,No,2,2,2,2,0,6
2010,Far Northern,Fatal,No,Yes,Yes,No,1,1,0,0,0,1
2010,Far Northern,Fatal,Yes,No,No,No,2,2,0,0,0,2
2010,Far Northern,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2010,Far Northern,Fatal,Yes,Yes,No,No,2,2,0,0,0,2
2010,Far Northern,Hospitalisation,No,No,No,No,303,0,351,30,20,401
2010,Far Northern,Hospitalisation,No,No,No,Yes,8,0,8,1,0,9
2010,Far Northern,Hospitalisation,No,No,Yes,No,9,0,9,2,0,11
2010,Far Northern,Hospitalisation,No,Yes,No,No,16,0,20,1,4,25
2010,Far Northern,Hospitalisation,Yes,No,No,No,41,0,53,4,1,58
2010,Far Northern,Hospitalisation,Yes,No,Yes,No,2,0,3,1,0,4
2010,Far Northern,Hospitalisation,Yes,Yes,No,No,2,0,2,0,0,2
2010,Far Northern,Hospitalisation,Yes,Yes,Yes,No,1,0,3,0,0,3
2010,Far Northern,Medical treatment,No,No,No,No,261,0,0,312,23,335
2010,Far Northern,Medical treatment,No,No,No,Yes,5,0,0,6,0,6
2010,Far Northern,Medical treatment,No,No,Yes,No,5,0,0,5,1,6
2010,Far Northern,Medical treatment,No,Yes,No,No,8,0,0,10,1,11
2010,Far Northern,Medical treatment,No,Yes,No,Yes,1,0,0,3,0,3
2010,Far Northern,Medical treatment,Yes,No,No,No,15,0,0,19,1,20
2010,Far Northern,Medical treatment,Yes,Yes,No,No,2,0,0,2,0,2
2010,Far Northern,Minor injury,No,No,No,No,129,0,0,0,149,149
2010,Far Northern,Minor injury,No,No,No,Yes,3,0,0,0,3,3
2010,Far Northern,Minor injury,No,No,Yes,No,5,0,0,0,5,5
2010,Far Northern,Minor injury,No,Yes,No,No,5,0,0,0,5,5
2010,Far Northern,Minor injury,No,Yes,Yes,No,1,0,0,0,1,1
2010,Far Northern,Minor injury,Yes,No,No,No,8,0,0,0,9,9
2010,Far Northern,Minor injury,Yes,Yes,No,No,2,0,0,0,3,3
2010,Far Northern,Property damage only,No,No,No,No,503,0,0,0,0,0
2010,Far Northern,Property damage only,No,No,No,Yes,28,0,0,0,0,0
2010,Far Northern,Property damage only,No,No,Yes,No,12,0,0,0,0,0
2010,Far Northern,Property damage only,No,Yes,No,No,34,0,0,0,0,0
2010,Far Northern,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2010,Far Northern,Property damage only,Yes,No,No,No,34,0,0,0,0,0
2010,Far Northern,Property damage only,Yes,Yes,No,No,2,0,0,0,0,0
2010,North Coast,Fatal,No,No,No,No,31,34,13,14,3,64
2010,North Coast,Fatal,No,No,Yes,No,2,2,3,0,0,5
2010,North Coast,Fatal,No,Yes,No,No,8,9,6,0,0,15
2010,North Coast,Fatal,Yes,No,No,No,4,4,2,0,1,7
2010,North Coast,Fatal,Yes,Yes,No,No,8,8,2,1,0,11
2010,North Coast,Hospitalisation,No,No,No,No,802,0,989,136,75,1200
2010,North Coast,Hospitalisation,No,No,No,Yes,21,0,25,3,0,28
2010,North Coast,Hospitalisation,No,No,Yes,No,21,0,26,11,2,39
2010,North Coast,Hospitalisation,No,Yes,No,No,38,0,49,2,2,53
2010,North Coast,Hospitalisation,Yes,No,No,No,97,0,117,8,6,131
2010,North Coast,Hospitalisation,Yes,No,Yes,No,3,0,3,1,0,4
2010,North Coast,Hospitalisation,Yes,Yes,No,No,7,0,9,0,0,9
2010,North Coast,Medical treatment,No,No,No,No,830,0,0,999,75,1074
2010,North Coast,Medical treatment,No,No,No,Yes,17,0,0,17,0,17
2010,North Coast,Medical treatment,No,No,Yes,No,13,0,0,13,3,16
2010,North Coast,Medical treatment,No,Yes,No,No,27,0,0,31,2,33
2010,North Coast,Medical treatment,Yes,No,No,No,35,0,0,43,1,44
2010,North Coast,Medical treatment,Yes,No,Yes,No,2,0,0,2,0,2
2010,North Coast,Medical treatment,Yes,Yes,No,No,3,0,0,3,0,3
2010,North Coast,Minor injury,No,No,No,No,407,0,0,0,468,468
2010,North Coast,Minor injury,No,No,No,Yes,7,0,0,0,9,9
2010,North Coast,Minor injury,No,No,Yes,No,5,0,0,0,6,6
2010,North Coast,Minor injury,No,Yes,No,No,10,0,0,0,12,12
2010,North Coast,Minor injury,Yes,No,No,No,23,0,0,0,25,25
2010,North Coast,Minor injury,Yes,Yes,No,No,1,0,0,0,5,5
2010,North Coast,Property damage only,No,No,No,No,1621,0,0,0,0,0
2010,North Coast,Property damage only,No,No,No,Yes,49,0,0,0,0,0
2010,North Coast,Property damage only,No,No,Yes,No,31,0,0,0,0,0
2010,North Coast,Property damage only,No,Yes,No,No,70,0,0,0,0,0
2010,North Coast,Property damage only,No,Yes,No,Yes,5,0,0,0,0,0
2010,North Coast,Property damage only,No,Yes,Yes,No,1,0,0,0,0,0
2010,North Coast,Property damage only,Yes,No,No,No,110,0,0,0,0,0
2010,North Coast,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2010,North Coast,Property damage only,Yes,No,Yes,No,2,0,0,0,0,0
2010,North Coast,Property damage only,Yes,Yes,No,No,14,0,0,0,0,0
2010,Northern,Fatal,No,No,No,No,7,7,4,1,0,12
2010,Northern,Fatal,No,No,Yes,No,1,1,1,0,0,2
2010,Northern,Fatal,No,Yes,No,No,1,1,1,2,0,4
2010,Northern,Fatal,Yes,No,No,No,2,2,0,0,0,2
2010,Northern,Fatal,Yes,Yes,No,No,1,1,3,0,0,4
2010,Northern,Hospitalisation,No,No,No,No,277,0,342,46,8,396
2010,Northern,Hospitalisation,No,No,No,Yes,5,0,5,1,1,7
2010,Northern,Hospitalisation,No,No,Yes,No,10,0,12,0,0,12
2010,Northern,Hospitalisation,No,Yes,No,No,21,0,25,3,2,30
2010,Northern,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2010,Northern,Hospitalisation,Yes,No,No,No,30,0,34,3,5,42
2010,Northern,Hospitalisation,Yes,No,Yes,No,2,0,3,0,0,3
