Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
2011,Northern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,3
2011,Northern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,14
2011,Northern,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,1
2011,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,15
2011,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,Northern,Hospitalised,60 to 74,Female,Vehicle Occupant,Unrestrained,1
2011,Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,7
2011,Northern,Hospitalised,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,1
2011,Northern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,5
2011,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,10
2011,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,4
2011,Northern,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2011,Northern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2011,Northern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,4
2011,Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2011,Northern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,5
2011,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,35
2011,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,11
2011,Northern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,3
2011,Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,2
2011,Northern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,7
2011,Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,18
2011,Northern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,14
2011,Northern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,2
2011,Northern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,13
2011,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,20
2011,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,7
2011,Northern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,5
2011,Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Not Worn,1
2011,Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Use Not determined,1
2011,Northern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,6
2011,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Not applicable,1
2011,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,11
2011,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,4
2011,Northern,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,1
2011,Northern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,1
2011,Northern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,10
2011,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,12
2011,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,5
2011,Northern,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,2
2011,Northern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,4
2011,Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Not applicable,1
2011,Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,11
2011,Northern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,5
2011,Northern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,4
2011,Northern,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,1
2011,Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,14
2011,Northern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,3
2011,Northern,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,1
2011,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,44
2011,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,5
2011,Northern,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2011,Northern,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,1
2011,Northern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
2011,Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,16
2011,Northern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,4
2011,Northern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,1
2011,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,27
2011,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,3
2011,Northern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,2
2011,Northern,Medically treated,40 to 49,Female,Bicyclist,Helmet Worn,3
2011,Northern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,4
2011,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,17
2011,Northern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,4
2011,Northern,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,4
2011,Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,20
2011,Northern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,Northern,Medically treated,60 to 74,Female,Motorcyclist,Helmet Worn,1
2011,Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,13
2011,Northern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,Northern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,6
2011,Northern,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,1
2011,Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,1
2011,Northern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,1
2011,Northern,Medically treated,0 to 16,Male,Motorcyclist,Helmet Use Not determined,1
2011,Northern,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,1
2011,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,9
2011,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,6
2011,Northern,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,2
2011,Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Not Worn,2
2011,Northern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,2
2011,Northern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2011,Northern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,9
2011,Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,25
2011,Northern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,9
2011,Northern,Medically treated,25 to 29,Male,Bicyclist,Helmet Use Not determined,2
2011,Northern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,3
2011,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,11
2011,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,2
2011,Northern,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2011,Northern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,5
2011,Northern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,4
2011,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,15
2011,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,5
2011,Northern,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,1
2011,Northern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,4
2011,Northern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,4
2011,Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,15
2011,Northern,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,5
2011,Northern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Use Not determined,1
2011,Northern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,4
2011,Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,11
2011,Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,2
2011,Northern,Medically treated,50 to 59,Male,Vehicle Occupant,Unrestrained,1
2011,Northern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,3
2011,Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,9
2011,Northern,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
2011,Northern,Medically treated,75 and over,Male,Motorcyclist,Helmet Worn,2
2011,Northern,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,4
2011,Northern,Medically treated,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,8
2011,Northern,Minor injury,0 to 16,Female,Bicyclist,Helmet Worn,1
2011,Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,3
2011,Northern,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,12
2011,Northern,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,2
2011,Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,4
2011,Northern,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,4
2011,Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,6
2011,Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,4
2011,Northern,Minor injury,30 to 39,Female,Vehicle Occupant,Unrestrained,1
2011,Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,9
2011,Northern,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,4
2011,Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,5
2011,Northern,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,4
2011,Northern,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,5
2011,Northern,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,Northern,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,2
2011,Northern,Minor injury,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,Northern,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,2
2011,Northern,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,4
2011,Northern,Minor injury,17 to 24,Male,Bicyclist,Helmet Worn,2
2011,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,17
2011,Northern,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,5
2011,Northern,Minor injury,25 to 29,Male,Motorcyclist,Helmet Worn,2
2011,Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,4
2011,Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,2
2011,Northern,Minor injury,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2011,Northern,Minor injury,30 to 39,Male,Bicyclist,Helmet Use Not determined,2
2011,Northern,Minor injury,30 to 39,Male,Bicyclist,Helmet Worn,4
2011,Northern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
2011,Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,2
2011,Northern,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,5
2011,Northern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,2
2011,Northern,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,9
2011,Northern,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,3
2011,Northern,Minor injury,50 to 59,Male,Bicyclist,Helmet Worn,2
2011,Northern,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,5
2011,Northern,Minor injury,60 to 74,Male,Motorcyclist,Helmet Worn,1
2011,Northern,Minor injury,60 to 74,Male,Vehicle Occupant,Not applicable,1
2011,Northern,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,5
2011,South Eastern,Fatality,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,South Eastern,Fatality,25 to 29,Female,Vehicle Occupant,Restrained,2
2011,South Eastern,Fatality,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,South Eastern,Fatality,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2011,South Eastern,Fatality,30 to 39,Female,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Fatality,0 to 16,Male,Motorcyclist,Helmet Worn,1
2011,South Eastern,Fatality,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
2011,South Eastern,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,3
2011,South Eastern,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,1
2011,South Eastern,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,2
2011,South Eastern,Fatality,17 to 24,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Fatality,25 to 29,Male,Motorcyclist,Helmet Use Not determined,2
2011,South Eastern,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,1
2011,South Eastern,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,3
2011,South Eastern,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,3
2011,South Eastern,Fatality,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
2011,South Eastern,Fatality,30 to 39,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Fatality,40 to 49,Male,Bicyclist,Helmet Worn,1
2011,South Eastern,Fatality,40 to 49,Male,Motorcyclist,Helmet Worn,3
2011,South Eastern,Fatality,60 to 74,Male,Motorcyclist,Helmet Worn,1
2011,South Eastern,Fatality,75 and over,Male,Vehicle Occupant,Not applicable,1
2011,South Eastern,Fatality,75 and over,Male,Vehicle Occupant,Restrained,1
2011,South Eastern,Fatality,75 and over,Male,Vehicle Occupant,Unrestrained,1
2011,South Eastern,Hospitalised,0 to 16,Female,Bicyclist,Helmet Not Worn,1
2011,South Eastern,Hospitalised,0 to 16,Female,Bicyclist,Helmet Use Not determined,1
2011,South Eastern,Hospitalised,0 to 16,Female,Motorcyclist,Helmet Not Worn,2
2011,South Eastern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,26
2011,South Eastern,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,6
2011,South Eastern,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,1
2011,South Eastern,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Use Not determined,1
2011,South Eastern,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,4
2011,South Eastern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,76
2011,South Eastern,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,10
2011,South Eastern,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,3
2011,South Eastern,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Worn,1
2011,South Eastern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,25
2011,South Eastern,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,8
2011,South Eastern,Hospitalised,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2011,South Eastern,Hospitalised,30 to 39,Female,Bicyclist,Helmet Worn,1
2011,South Eastern,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,5
2011,South Eastern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,54
2011,South Eastern,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,8
2011,South Eastern,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,4
2011,South Eastern,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,2
2011,South Eastern,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,3
2011,South Eastern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,58
2011,South Eastern,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,12
2011,South Eastern,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,4
2011,South Eastern,Hospitalised,50 to 59,Female,Vehicle Occupant,Not applicable,1
2011,South Eastern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,33
2011,South Eastern,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,10
2011,South Eastern,Hospitalised,50 to 59,Female,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,1
2011,South Eastern,Hospitalised,60 to 74,Female,Vehicle Occupant,Not applicable,1
2011,South Eastern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,40
2011,South Eastern,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,5
2011,South Eastern,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,15
2011,South Eastern,Hospitalised,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,3
2011,South Eastern,Hospitalised,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2011,South Eastern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,6
2011,South Eastern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Use Not determined,2
2011,South Eastern,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,3
2011,South Eastern,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,3
2011,South Eastern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,17
2011,South Eastern,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,4
2011,South Eastern,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2011,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,1
2011,South Eastern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,3
2011,South Eastern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Use Not determined,1
2011,South Eastern,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,18
2011,South Eastern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,80
2011,South Eastern,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,30
2011,South Eastern,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,7
2011,South Eastern,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,1
2011,South Eastern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
2011,South Eastern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Use Not determined,1
2011,South Eastern,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,16
2011,South Eastern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,29
2011,South Eastern,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,16
2011,South Eastern,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Not Worn,1
2011,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Use Not determined,1
2011,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,6
2011,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Use Not determined,3
2011,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,20
2011,South Eastern,Hospitalised,30 to 39,Male,Vehicle Occupant,Not applicable,1
2011,South Eastern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,38
2011,South Eastern,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,15
2011,South Eastern,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,9
2011,South Eastern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Use Not determined,4
2011,South Eastern,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,28
2011,South Eastern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,32
2011,South Eastern,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,9
2011,South Eastern,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,1
2011,South Eastern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,22
2011,South Eastern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,21
2011,South Eastern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,6
2011,South Eastern,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,2
2011,South Eastern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,15
2011,South Eastern,Hospitalised,60 to 74,Male,Vehicle Occupant,Not applicable,1
2011,South Eastern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,25
2011,South Eastern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,5
2011,South Eastern,Hospitalised,60 to 74,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Hospitalised,75 and over,Male,Bicyclist,Helmet Not Worn,1
2011,South Eastern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,16
2011,South Eastern,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,3
2011,South Eastern,Hospitalised,75 and over,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Hospitalised,0 to 16,Unknown,Vehicle Occupant,Restrained,1
2011,South Eastern,Hospitalised,17 to 24,Unknown,Vehicle Occupant,Restrained,2
2011,South Eastern,Hospitalised,17 to 24,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2011,South Eastern,Hospitalised,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,3
2011,South Eastern,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,3
2011,South Eastern,Medically treated,0 to 16,Female,Motorcyclist,Helmet Worn,1
2011,South Eastern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,28
2011,South Eastern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,10
2011,South Eastern,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,6
2011,South Eastern,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,1
2011,South Eastern,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,3
2011,South Eastern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,129
2011,South Eastern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,19
2011,South Eastern,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,7
2011,South Eastern,Medically treated,25 to 29,Female,Bicyclist,Helmet Use Not determined,1
2011,South Eastern,Medically treated,25 to 29,Female,Bicyclist,Helmet Worn,3
2011,South Eastern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,71
2011,South Eastern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,12
2011,South Eastern,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2011,South Eastern,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,3
2011,South Eastern,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,1
2011,South Eastern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,118
2011,South Eastern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,22
2011,South Eastern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,3
2011,South Eastern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,4
2011,South Eastern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,87
2011,South Eastern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,15
2011,South Eastern,Medically treated,50 to 59,Female,Bicyclist,Helmet Worn,1
2011,South Eastern,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,2
2011,South Eastern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,70
2011,South Eastern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,13
2011,South Eastern,Medically treated,50 to 59,Female,Vehicle Occupant,Unrestrained,4
2011,South Eastern,Medically treated,60 to 74,Female,Vehicle Occupant,Not applicable,1
2011,South Eastern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,38
2011,South Eastern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,4
2011,South Eastern,Medically treated,60 to 74,Female,Vehicle Occupant,Unrestrained,1
2011,South Eastern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,6
2011,South Eastern,Medically treated,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,2
2011,South Eastern,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,1
2011,South Eastern,Medically treated,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,3
2011,South Eastern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,3
2011,South Eastern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,6
2011,South Eastern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,23
2011,South Eastern,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,16
2011,South Eastern,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2011,South Eastern,Medically treated,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2011,South Eastern,Medically treated,17 to 24,Male,Bicyclist,Helmet Use Not determined,2
2011,South Eastern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,2
2011,South Eastern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,9
2011,South Eastern,Medically treated,17 to 24,Male,Vehicle Occupant,Not applicable,2
2011,South Eastern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,81
2011,South Eastern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,31
2011,South Eastern,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,1
2011,South Eastern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,3
2011,South Eastern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,37
2011,South Eastern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,20
2011,South Eastern,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2011,South Eastern,Medically treated,30 to 39,Male,Bicyclist,Helmet Use Not determined,1
2011,South Eastern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,10
2011,South Eastern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Use Not determined,2
2011,South Eastern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,13
2011,South Eastern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,76
2011,South Eastern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,14
2011,South Eastern,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,2
2011,South Eastern,Medically treated,40 to 49,Male,Bicyclist,Helmet Use Not determined,1
2011,South Eastern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,8
