Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
2009,South Eastern,Medical treatment,No,Yes,No,Yes,No,No,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,No,Yes,Yes,No,No,No,No,58,0,0,69,8,77
2009,South Eastern,Medical treatment,No,Yes,Yes,No,No,No,Yes,5,0,0,6,0,6
2009,South Eastern,Medical treatment,No,Yes,Yes,No,No,Yes,No,3,0,0,4,0,4
2009,South Eastern,Medical treatment,No,Yes,Yes,No,Yes,No,No,50,0,0,57,9,66
2009,South Eastern,Medical treatment,No,Yes,Yes,Yes,No,No,No,3,0,0,4,0,4
2009,South Eastern,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,4,0,0,4,1,5
2009,South Eastern,Medical treatment,No,Yes,Yes,Yes,Yes,No,Yes,1,0,0,2,0,2
2009,South Eastern,Medical treatment,Yes,No,No,No,No,No,No,189,0,0,206,8,214
2009,South Eastern,Medical treatment,Yes,No,No,No,No,No,Yes,13,0,0,15,2,17
2009,South Eastern,Medical treatment,Yes,No,No,No,No,Yes,No,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,No,No,Yes,No,No,12,0,0,14,0,14
2009,South Eastern,Medical treatment,Yes,No,No,Yes,No,No,No,40,0,0,53,3,56
2009,South Eastern,Medical treatment,Yes,No,No,Yes,No,No,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,No,Yes,Yes,No,No,4,0,0,6,2,8
2009,South Eastern,Medical treatment,Yes,No,Yes,No,No,No,No,66,0,0,81,10,91
2009,South Eastern,Medical treatment,Yes,No,Yes,No,No,No,Yes,11,0,0,14,2,16
2009,South Eastern,Medical treatment,Yes,No,Yes,No,No,Yes,No,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,Yes,No,Yes,No,No,52,0,0,62,9,71
2009,South Eastern,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,3,0,0,3,0,3
2009,South Eastern,Medical treatment,Yes,No,Yes,Yes,No,No,No,6,0,0,6,0,6
2009,South Eastern,Medical treatment,Yes,No,Yes,Yes,No,No,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,8,0,0,10,1,11
2009,South Eastern,Medical treatment,Yes,Yes,No,No,No,No,No,108,0,0,134,17,151
2009,South Eastern,Medical treatment,Yes,Yes,No,No,No,No,Yes,9,0,0,11,2,13
2009,South Eastern,Medical treatment,Yes,Yes,No,No,No,Yes,No,5,0,0,8,0,8
2009,South Eastern,Medical treatment,Yes,Yes,No,No,Yes,No,No,5,0,0,6,0,6
2009,South Eastern,Medical treatment,Yes,Yes,No,No,Yes,No,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,Yes,No,Yes,No,No,No,64,0,0,75,14,89
2009,South Eastern,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,6,0,0,7,1,8
2009,South Eastern,Medical treatment,Yes,Yes,No,Yes,Yes,No,No,2,0,0,3,0,3
2009,South Eastern,Medical treatment,Yes,Yes,Yes,No,No,No,No,68,0,0,83,10,93
2009,South Eastern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,11,0,0,18,1,19
2009,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,63,0,0,88,13,101
2009,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,5,0,0,6,0,6
2009,South Eastern,Medical treatment,Yes,Yes,Yes,No,Yes,Yes,No,1,0,0,3,0,3
2009,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,11,0,0,15,1,16
2009,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,2,1,3
2009,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,No,Yes,No,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,10,0,0,14,3,17
2009,South Eastern,Minor injury,No,No,No,No,No,No,No,11,0,0,0,11,11
2009,South Eastern,Minor injury,No,Yes,No,No,No,No,No,34,0,0,0,36,36
2009,South Eastern,Minor injury,No,Yes,No,No,No,No,Yes,3,0,0,0,3,3
2009,South Eastern,Minor injury,No,Yes,No,No,Yes,No,No,2,0,0,0,2,2
2009,South Eastern,Minor injury,No,Yes,No,Yes,No,No,No,9,0,0,0,9,9
2009,South Eastern,Minor injury,No,Yes,No,Yes,No,No,Yes,1,0,0,0,1,1
2009,South Eastern,Minor injury,No,Yes,No,Yes,Yes,No,No,1,0,0,0,1,1
2009,South Eastern,Minor injury,No,Yes,Yes,No,No,No,No,12,0,0,0,12,12
2009,South Eastern,Minor injury,No,Yes,Yes,No,No,No,Yes,2,0,0,0,2,2
2009,South Eastern,Minor injury,No,Yes,Yes,No,Yes,No,No,11,0,0,0,12,12
2009,South Eastern,Minor injury,Yes,No,No,No,No,No,No,87,0,0,0,103,103
2009,South Eastern,Minor injury,Yes,No,No,No,No,No,Yes,8,0,0,0,9,9
2009,South Eastern,Minor injury,Yes,No,No,No,No,Yes,No,2,0,0,0,6,6
2009,South Eastern,Minor injury,Yes,No,No,No,Yes,No,No,5,0,0,0,5,5
2009,South Eastern,Minor injury,Yes,No,No,No,Yes,No,Yes,1,0,0,0,1,1
2009,South Eastern,Minor injury,Yes,No,No,Yes,No,No,No,16,0,0,0,16,16
2009,South Eastern,Minor injury,Yes,No,Yes,No,No,No,No,20,0,0,0,22,22
2009,South Eastern,Minor injury,Yes,No,Yes,No,No,No,Yes,8,0,0,0,14,14
2009,South Eastern,Minor injury,Yes,No,Yes,No,Yes,No,No,25,0,0,0,27,27
2009,South Eastern,Minor injury,Yes,No,Yes,No,Yes,Yes,No,1,0,0,0,1,1
2009,South Eastern,Minor injury,Yes,No,Yes,Yes,No,No,No,5,0,0,0,7,7
2009,South Eastern,Minor injury,Yes,No,Yes,Yes,Yes,No,No,4,0,0,0,4,4
2009,South Eastern,Minor injury,Yes,Yes,No,No,No,No,No,54,0,0,0,72,72
2009,South Eastern,Minor injury,Yes,Yes,No,No,No,No,Yes,4,0,0,0,7,7
2009,South Eastern,Minor injury,Yes,Yes,No,No,No,Yes,No,3,0,0,0,3,3
2009,South Eastern,Minor injury,Yes,Yes,No,No,No,Yes,Yes,1,0,0,0,1,1
2009,South Eastern,Minor injury,Yes,Yes,No,No,Yes,No,No,2,0,0,0,3,3
2009,South Eastern,Minor injury,Yes,Yes,No,Yes,No,No,No,13,0,0,0,15,15
2009,South Eastern,Minor injury,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,3,3
2009,South Eastern,Minor injury,Yes,Yes,No,Yes,Yes,No,No,1,0,0,0,1,1
2009,South Eastern,Minor injury,Yes,Yes,Yes,No,No,No,No,31,0,0,0,46,46
2009,South Eastern,Minor injury,Yes,Yes,Yes,No,No,No,Yes,4,0,0,0,6,6
2009,South Eastern,Minor injury,Yes,Yes,Yes,No,Yes,No,No,29,0,0,0,31,31
2009,South Eastern,Minor injury,Yes,Yes,Yes,Yes,No,No,No,5,0,0,0,6,6
2009,South Eastern,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,7,0,0,0,11,11
2009,South Eastern,Property damage only,No,No,No,No,No,No,No,60,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,No,No,No,No,102,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,No,No,No,Yes,8,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,No,Yes,No,No,4,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,Yes,No,No,No,20,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,Yes,Yes,No,No,1,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,Yes,No,No,No,No,39,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,Yes,No,No,No,Yes,9,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,Yes,No,No,Yes,No,1,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,Yes,No,Yes,No,No,51,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,Yes,Yes,No,No,No,2,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,Yes,Yes,Yes,No,No,4,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,No,No,No,No,263,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,No,No,No,Yes,36,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,No,No,Yes,No,3,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,No,Yes,No,No,19,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,Yes,No,No,No,63,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,Yes,No,No,Yes,2,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,Yes,No,Yes,No,1,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,Yes,Yes,No,No,1,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,No,No,No,No,123,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,No,No,No,Yes,35,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,No,No,Yes,No,5,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,No,Yes,No,No,122,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,No,Yes,No,Yes,5,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,No,Yes,Yes,No,2,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,Yes,No,No,No,9,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,Yes,No,No,Yes,2,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,Yes,Yes,No,No,6,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,No,No,No,No,99,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,No,No,No,Yes,10,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,No,No,Yes,No,3,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,No,Yes,No,No,6,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,Yes,No,No,No,41,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,Yes,No,No,Yes,3,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,Yes,No,Yes,No,1,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,Yes,Yes,No,No,2,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,No,No,No,No,56,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,No,No,No,Yes,5,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,No,No,Yes,No,2,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,No,No,60,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,2,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,No,Yes,Yes,No,2,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,Yes,No,No,No,13,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,8,0,0,0,0,0
2009,Southern,Fatal,No,No,No,No,No,No,No,1,1,0,0,0,1
2009,Southern,Fatal,No,Yes,No,No,No,No,No,6,6,3,4,0,13
2009,Southern,Fatal,No,Yes,No,No,No,No,Yes,1,1,3,0,0,4
2009,Southern,Fatal,No,Yes,Yes,No,No,No,No,1,1,0,0,0,1
2009,Southern,Fatal,No,Yes,Yes,No,Yes,No,No,2,2,2,0,0,4
2009,Southern,Fatal,Yes,No,No,No,No,No,No,15,15,5,4,1,25
2009,Southern,Fatal,Yes,No,No,No,No,No,Yes,2,2,2,0,0,4
2009,Southern,Fatal,Yes,No,No,Yes,No,No,No,7,7,0,0,0,7
2009,Southern,Fatal,Yes,No,Yes,No,No,No,No,3,3,1,1,1,6
2009,Southern,Fatal,Yes,No,Yes,No,No,No,Yes,1,1,0,0,0,1
2009,Southern,Fatal,Yes,No,Yes,No,Yes,No,No,2,4,8,1,0,13
2009,Southern,Fatal,Yes,Yes,No,No,No,No,No,3,3,2,0,0,5
2009,Southern,Fatal,Yes,Yes,No,No,Yes,No,No,1,1,1,0,0,2
2009,Southern,Fatal,Yes,Yes,No,Yes,No,No,No,1,2,3,0,0,5
2009,Southern,Fatal,Yes,Yes,Yes,No,Yes,No,No,2,2,0,0,1,3
2009,Southern,Fatal,Yes,Yes,Yes,No,Yes,Yes,No,1,1,0,1,1,3
2009,Southern,Fatal,Yes,Yes,Yes,Yes,No,No,Yes,1,1,2,0,0,3
2009,Southern,Hospitalisation,No,No,No,No,No,No,No,8,0,8,0,1,9
2009,Southern,Hospitalisation,No,Yes,No,No,No,No,No,89,0,107,5,10,122
2009,Southern,Hospitalisation,No,Yes,No,No,No,No,Yes,3,0,5,0,0,5
2009,Southern,Hospitalisation,No,Yes,No,No,Yes,No,No,7,0,8,1,0,9
2009,Southern,Hospitalisation,No,Yes,No,Yes,No,No,No,24,0,30,7,1,38
2009,Southern,Hospitalisation,No,Yes,Yes,No,No,No,No,24,0,37,5,4,46
2009,Southern,Hospitalisation,No,Yes,Yes,No,No,No,Yes,3,0,3,0,1,4
2009,Southern,Hospitalisation,No,Yes,Yes,No,Yes,No,No,33,0,36,2,4,42
2009,Southern,Hospitalisation,No,Yes,Yes,No,Yes,No,Yes,1,0,3,0,0,3
2009,Southern,Hospitalisation,No,Yes,Yes,Yes,No,No,No,1,0,1,1,0,2
2009,Southern,Hospitalisation,No,Yes,Yes,Yes,Yes,No,No,1,0,1,0,0,1
2009,Southern,Hospitalisation,Yes,No,No,No,No,No,No,183,0,214,20,16,250
2009,Southern,Hospitalisation,Yes,No,No,No,No,No,Yes,19,0,21,4,1,26
2009,Southern,Hospitalisation,Yes,No,No,No,No,Yes,No,4,0,7,1,0,8
2009,Southern,Hospitalisation,Yes,No,No,No,Yes,No,No,6,0,9,0,1,10
2009,Southern,Hospitalisation,Yes,No,No,Yes,No,No,No,39,0,41,19,5,65
2009,Southern,Hospitalisation,Yes,No,No,Yes,No,No,Yes,2,0,2,1,0,3
2009,Southern,Hospitalisation,Yes,No,Yes,No,No,No,No,57,0,75,8,5,88
2009,Southern,Hospitalisation,Yes,No,Yes,No,No,No,Yes,17,0,19,1,1,21
2009,Southern,Hospitalisation,Yes,No,Yes,No,No,Yes,No,1,0,1,0,0,1
2009,Southern,Hospitalisation,Yes,No,Yes,No,Yes,No,No,37,0,49,15,7,71
2009,Southern,Hospitalisation,Yes,No,Yes,No,Yes,No,Yes,1,0,1,1,2,4
2009,Southern,Hospitalisation,Yes,No,Yes,Yes,No,No,No,1,0,1,0,0,1
2009,Southern,Hospitalisation,Yes,No,Yes,Yes,No,No,Yes,4,0,5,1,0,6
2009,Southern,Hospitalisation,Yes,No,Yes,Yes,Yes,No,No,2,0,3,0,0,3
2009,Southern,Hospitalisation,Yes,Yes,No,No,No,No,No,52,0,60,7,9,76
2009,Southern,Hospitalisation,Yes,Yes,No,No,No,No,Yes,1,0,1,1,0,2
2009,Southern,Hospitalisation,Yes,Yes,No,No,No,Yes,No,1,0,1,0,0,1
2009,Southern,Hospitalisation,Yes,Yes,No,No,Yes,No,No,2,0,3,1,0,4
2009,Southern,Hospitalisation,Yes,Yes,No,Yes,No,No,No,40,0,52,12,5,69
2009,Southern,Hospitalisation,Yes,Yes,No,Yes,No,No,Yes,2,0,2,0,0,2
2009,Southern,Hospitalisation,Yes,Yes,Yes,No,No,No,No,26,0,33,5,3,41
2009,Southern,Hospitalisation,Yes,Yes,Yes,No,No,No,Yes,4,0,4,0,2,6
2009,Southern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,No,28,0,37,4,10,51
2009,Southern,Hospitalisation,Yes,Yes,Yes,No,Yes,No,Yes,1,0,1,1,0,2
2009,Southern,Hospitalisation,Yes,Yes,Yes,Yes,No,No,No,5,0,5,0,1,6
2009,Southern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,No,7,0,11,1,1,13
2009,Southern,Hospitalisation,Yes,Yes,Yes,Yes,Yes,No,Yes,1,0,1,0,1,2
2009,Southern,Medical treatment,No,No,No,No,No,No,No,5,0,0,5,0,5
2009,Southern,Medical treatment,No,Yes,No,No,No,No,No,83,0,0,102,10,112
2009,Southern,Medical treatment,No,Yes,No,No,No,No,Yes,5,0,0,6,0,6
2009,Southern,Medical treatment,No,Yes,No,No,No,Yes,No,1,0,0,2,0,2
2009,Southern,Medical treatment,No,Yes,No,No,Yes,No,No,1,0,0,1,0,1
2009,Southern,Medical treatment,No,Yes,No,Yes,No,No,No,19,0,0,25,0,25
2009,Southern,Medical treatment,No,Yes,No,Yes,Yes,No,No,1,0,0,1,0,1
2009,Southern,Medical treatment,No,Yes,Yes,No,No,No,No,18,0,0,25,1,26
2009,Southern,Medical treatment,No,Yes,Yes,No,Yes,No,No,33,0,0,41,2,43
2009,Southern,Medical treatment,No,Yes,Yes,Yes,No,No,No,1,0,0,1,0,1
2009,Southern,Medical treatment,No,Yes,Yes,Yes,Yes,No,No,2,0,0,3,1,4
2009,Southern,Medical treatment,Yes,No,No,No,No,No,No,131,0,0,155,10,165
2009,Southern,Medical treatment,Yes,No,No,No,No,No,Yes,14,0,0,16,0,16
2009,Southern,Medical treatment,Yes,No,No,No,No,Yes,No,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,No,No,No,Yes,No,No,5,0,0,5,1,6
2009,Southern,Medical treatment,Yes,No,No,Yes,No,No,No,41,0,0,48,8,56
2009,Southern,Medical treatment,Yes,No,No,Yes,No,No,Yes,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,No,No,Yes,Yes,No,No,1,0,0,1,1,2
2009,Southern,Medical treatment,Yes,No,Yes,No,No,No,No,42,0,0,54,4,58
2009,Southern,Medical treatment,Yes,No,Yes,No,No,No,Yes,5,0,0,7,0,7
2009,Southern,Medical treatment,Yes,No,Yes,No,Yes,No,No,46,0,0,56,8,64
2009,Southern,Medical treatment,Yes,No,Yes,No,Yes,No,Yes,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,No,Yes,Yes,No,No,No,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,No,Yes,Yes,Yes,No,No,7,0,0,7,2,9
2009,Southern,Medical treatment,Yes,Yes,No,No,No,No,No,61,0,0,81,10,91
2009,Southern,Medical treatment,Yes,Yes,No,No,No,No,Yes,3,0,0,4,0,4
2009,Southern,Medical treatment,Yes,Yes,No,No,No,Yes,No,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,Yes,No,No,Yes,No,No,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,Yes,No,Yes,No,No,No,44,0,0,64,0,64
2009,Southern,Medical treatment,Yes,Yes,No,Yes,No,No,Yes,2,0,0,2,0,2
2009,Southern,Medical treatment,Yes,Yes,Yes,No,No,No,No,29,0,0,40,2,42
2009,Southern,Medical treatment,Yes,Yes,Yes,No,No,No,Yes,3,0,0,5,0,5
2009,Southern,Medical treatment,Yes,Yes,Yes,No,Yes,No,No,33,0,0,42,6,48
2009,Southern,Medical treatment,Yes,Yes,Yes,No,Yes,No,Yes,2,0,0,2,0,2
2009,Southern,Medical treatment,Yes,Yes,Yes,Yes,No,No,No,10,0,0,14,4,18
2009,Southern,Medical treatment,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,Yes,Yes,Yes,Yes,No,No,2,0,0,2,0,2
2009,Southern,Minor injury,No,No,No,No,No,No,No,2,0,0,0,2,2
2009,Southern,Minor injury,No,Yes,No,No,No,No,No,35,0,0,0,39,39
2009,Southern,Minor injury,No,Yes,No,No,No,No,Yes,4,0,0,0,4,4
2009,Southern,Minor injury,No,Yes,No,Yes,No,No,No,13,0,0,0,16,16
2009,Southern,Minor injury,No,Yes,Yes,No,No,No,No,6,0,0,0,9,9
2009,Southern,Minor injury,No,Yes,Yes,No,No,No,Yes,3,0,0,0,3,3
2009,Southern,Minor injury,No,Yes,Yes,No,Yes,No,No,13,0,0,0,14,14
2009,Southern,Minor injury,No,Yes,Yes,Yes,No,No,No,2,0,0,0,4,4
2009,Southern,Minor injury,No,Yes,Yes,Yes,Yes,No,No,2,0,0,0,2,2
2009,Southern,Minor injury,Yes,No,No,No,No,No,No,64,0,0,0,75,75
2009,Southern,Minor injury,Yes,No,No,No,No,No,Yes,3,0,0,0,3,3
2009,Southern,Minor injury,Yes,No,No,No,No,Yes,No,1,0,0,0,1,1
2009,Southern,Minor injury,Yes,No,No,No,Yes,No,No,3,0,0,0,3,3
2009,Southern,Minor injury,Yes,No,No,Yes,No,No,No,19,0,0,0,23,23
2009,Southern,Minor injury,Yes,No,Yes,No,No,No,No,19,0,0,0,19,19
2009,Southern,Minor injury,Yes,No,Yes,No,No,No,Yes,3,0,0,0,4,4
2009,Southern,Minor injury,Yes,No,Yes,No,No,Yes,No,1,0,0,0,3,3
2009,Southern,Minor injury,Yes,No,Yes,No,Yes,No,No,17,0,0,0,22,22
2009,Southern,Minor injury,Yes,No,Yes,Yes,No,No,No,3,0,0,0,5,5
2009,Southern,Minor injury,Yes,No,Yes,Yes,No,Yes,No,1,0,0,0,2,2
2009,Southern,Minor injury,Yes,No,Yes,Yes,Yes,No,No,3,0,0,0,4,4
2009,Southern,Minor injury,Yes,Yes,No,No,No,No,No,26,0,0,0,33,33
2009,Southern,Minor injury,Yes,Yes,No,No,Yes,No,No,3,0,0,0,4,4
2009,Southern,Minor injury,Yes,Yes,No,Yes,No,No,No,17,0,0,0,19,19
2009,Southern,Minor injury,Yes,Yes,Yes,No,No,No,No,14,0,0,0,17,17
2009,Southern,Minor injury,Yes,Yes,Yes,No,No,No,Yes,1,0,0,0,1,1
2009,Southern,Minor injury,Yes,Yes,Yes,No,Yes,No,No,19,0,0,0,25,25
2009,Southern,Minor injury,Yes,Yes,Yes,No,Yes,No,Yes,1,0,0,0,1,1
2009,Southern,Minor injury,Yes,Yes,Yes,Yes,No,No,No,1,0,0,0,1,1
2009,Southern,Minor injury,Yes,Yes,Yes,Yes,Yes,No,No,8,0,0,0,10,10
2009,Southern,Property damage only,No,No,No,No,No,No,No,29,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,No,No,No,No,97,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,No,No,No,Yes,4,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,No,No,Yes,No,1,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,No,Yes,No,No,10,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,Yes,No,No,No,41,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,No,No,No,No,35,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,No,No,No,Yes,4,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,No,Yes,No,No,65,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,No,Yes,No,Yes,3,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,No,Yes,Yes,No,1,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,Yes,No,No,No,3,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,Yes,Yes,No,No,4,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,No,No,No,No,286,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,No,No,No,Yes,20,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,No,No,Yes,No,5,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,No,Yes,No,No,20,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,Yes,No,No,No,84,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,Yes,No,No,Yes,3,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,Yes,No,Yes,No,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,Yes,Yes,No,No,2,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,No,No,No,No,118,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,No,No,No,Yes,23,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,No,No,Yes,No,2,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,No,Yes,No,No,144,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,No,Yes,No,Yes,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,Yes,No,No,No,11,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,Yes,No,No,Yes,2,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,Yes,Yes,No,No,18,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,No,No,No,No,122,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,No,No,No,Yes,5,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,No,No,Yes,No,3,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,No,No,Yes,Yes,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,No,Yes,No,No,3,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,Yes,No,No,No,71,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,Yes,No,No,Yes,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,Yes,Yes,No,No,2,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,No,No,No,No,61,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,No,No,No,Yes,5,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,No,No,Yes,No,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,No,Yes,No,No,98,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,No,Yes,No,Yes,5,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,No,Yes,Yes,No,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,Yes,No,No,No,10,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,Yes,No,No,Yes,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,Yes,Yes,Yes,No,No,17,0,0,0,0,0
2009,Unknown,Property damage only,No,Yes,No,No,No,No,No,1,0,0,0,0,0
2009,Unknown,Property damage only,Yes,No,No,No,No,No,No,3,0,0,0,0,0
2009,Unknown,Property damage only,Yes,No,Yes,No,Yes,No,No,1,0,0,0,0,0
2009,Unknown,Property damage only,Yes,Yes,No,No,No,No,No,1,0,0,0,0,0
2009,Unknown,Property damage only,Yes,Yes,No,Yes,No,No,No,1,0,0,0,0,0
2010,Brisbane,Fatal,No,Yes,No,No,No,No,No,1,1,2,0,0,3
2010,Brisbane,Fatal,No,Yes,No,Yes,No,No,No,1,1,0,0,1,2
2010,Brisbane,Fatal,No,Yes,Yes,No,No,No,No,1,1,1,1,0,3
2010,Brisbane,Fatal,No,Yes,Yes,No,Yes,No,No,1,1,0,0,0,1
